Line 1,Line 2,Converged,Bus Voltages,Line Loadings
"(1, 2)","(25, 28)",True,"[1.0398387513666458, 1.0568963972152752, 0.9962092713158359, 0.9860252344008046, 0.9946955984095445, 0.9980616426508931, 0.9885278167308713, 0.9881525162166641, 1.0345423572894257, 1.0083212137045297, 1.003611315572187, 0.9901363956020746, 1.003885001066218, 0.9977738672067826, 1.001563528653424, 1.0181970126093103, 1.0115048923740757, 1.003864541966855, 1.044839021110561, 0.9881358699280782, 1.022235092283485, 1.0447426993983358, 1.0395558077122355, 1.0249456649312778, 1.050258704588814, 1.0237136335444759, 1.010681946420926, 1.026224389589269, 1.0327399469366056, 1.0499, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000002, 1.0494000000000003, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.03]","[46.43169294052033, 19.505458988929465, 0.0, 24.336070723924426, 23.438186305807346, 46.132056254579716, 49.83733658539232, 63.82258640725084, 47.84296624929415, 31.04575379851438, 46.295047115024936, 62.29469995757603, 19.293913572539907, 17.91410569261362, 12.94544447477283, 52.04461346839157, 58.86822826754051, 57.70349241849387, 8.888341072431459, 53.76885755600268, 36.1280349678324, 75.60965374697705, 53.99821148738327, 20.504014703349537, 64.52030751576034, 29.43096055752859, 66.95834981832948, 12.264801461599095, 57.20771967995574, 59.877557591765104, 45.85628056035047, 75.6430796809298, 54.21025213797438, 0.0, 87.33044667594389]"
"(1, 2)","(27, 28)",True,"[1.0396195966746493, 1.0561661040623562, 0.9949800643186055, 0.985190278312515, 0.9940732306198103, 0.9974779589902203, 0.9879547027964378, 0.987589920730034, 1.0343192761851152, 1.0078034572067731, 1.0030711713205342, 0.9895556206226773, 1.0032936675450421, 0.9970219481597922, 1.0006418143419402, 1.0172113768376556, 1.009865121611602, 1.0023857198192252, 1.0444765076781395, 0.9879380308246279, 1.0215409970211295, 1.0443709844884321, 1.0391710709908595, 1.0240472693684648, 1.0489443682133897, 1.0190449541443467, 1.0074142112365843, 1.0114209663580875, 1.0322192210126604, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9972, 1.0123, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265000000000002, 1.0299999999999998]","[46.065276738614806, 19.277909620197853, 0.0, 25.180237363805237, 23.888829641342184, 45.41957462389959, 50.61730182144414, 63.77916988407877, 48.29638588815092, 31.131969389165043, 46.48278204887485, 61.75859704400888, 19.477663973665834, 17.9050073035102, 12.70206019586567, 51.68071319871024, 59.380714958684, 58.24607656591072, 9.246721928427805, 53.26938656483209, 37.08495383072628, 75.79003360244167, 54.06778684487891, 20.737153757067777, 63.978471387242266, 28.68053166606831, 67.04982567513602, 12.28458844122461, 57.270554407888575, 59.91149081080304, 46.83618622642199, 74.58559946134656, 34.412497929990025, 87.37675142952835, 0.0]"
"(1, 24)","(2, 3)",True,"[1.045512994330828, 1.063025703641394, 1.0497043653691964, 0.9801688537215112, 0.9910029091432923, 0.9947781092955932, 0.9848955706158261, 0.9844492180937976, 1.0326319533182442, 1.0066507321699822, 1.0013534293434392, 0.9882625466045301, 1.0024914639180489, 0.9969298989925621, 1.009883732100647, 1.0304700901094785, 1.0349234862610959, 1.0388867390403111, 1.049352791204956, 0.9905991116574349, 1.030876070931224, 1.04936999328893, 1.0443452465566456, 1.0361323373871287, 1.0419352382815856, 1.0420079484460638, 1.0312114942115087, 1.0449117513658424, 1.0463678191094623, 1.0499, 0.982, 0.9841, 0.9972, 1.0123, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[25.69182920885164, 10.94926416353825, 26.895855730688613, 0.0, 0.0, 47.51116356828869, 35.37333299322836, 66.2727683781083, 46.78494281190962, 39.88029743205855, 53.178878478974056, 72.91416255908408, 26.24012092215607, 18.535466138432955, 9.756534870961534, 59.79094937675683, 51.55335068274457, 49.57139866592444, 12.979698133978069, 63.452346263801815, 28.419481327308393, 73.64622771283285, 53.547791372208174, 17.62901661894136, 62.566025430736836, 36.38167700807836, 65.8940135255955, 12.019267583412697, 56.5097665681227, 59.48878205657865, 50.79764758916501, 80.9162465827692, 23.699944662299462, 31.85028099253745, 55.804730339306616]"
"(1, 24)","(2, 17)",True,"[1.0424926572285023, 1.0539251345064555, 1.0310447958607263, 0.9998152664988298, 1.0017251153890905, 1.0041006193863862, 0.9941309038330873, 0.9936105702102301, 1.0360513989452427, 1.013901436626149, 1.009255915752182, 0.9963950132917151, 1.0104473258120643, 1.0062799039822532, 1.008034891813089, 1.025427786631045, 1.024152552801314, 1.021135939906421, 1.0474983922544656, 0.989587160262618, 1.0273264009548582, 1.047469188030711, 1.0423778256727394, 1.031536396362961, 1.0396897391132767, 1.036875913679754, 1.0233879577054024, 1.0422552232737659, 1.044545312411548, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123, 1.0494, 1.0635999999999997, 1.0275000000000003, 1.0265, 1.03]","[20.19706676566037, 8.93320531927621, 40.235714734487374, 0.0, 49.964673986379786, 0.0, 37.216966933338306, 92.90667074143202, 49.272288063300266, 41.24101777365013, 54.794110514133564, 83.97671601932328, 28.122420726978813, 18.836010389645374, 13.125983217124377, 67.39054940497815, 42.01973833123074, 39.19989886164538, 38.51547566460378, 93.68476868315395, 10.692416484878988, 74.38840100585855, 53.62739530700693, 18.80325503282666, 26.249016352405242, 36.0862741130521, 66.31437231525575, 12.119950143059457, 56.77743375242412, 59.64091316455814, 50.712370815789384, 81.70915445600887, 23.512546352095693, 31.65246536090735, 55.84583357688155]"
"(1, 24)","(3, 4)",True,"[1.0420997962797178, 1.0527137474327193, 1.0285586614166178, 0.9979262053720884, 1.0051713073059763, 1.0072226721353468, 0.9972267695474308, 0.9966454999856298, 1.0372313097560093, 1.0151919251736405, 1.01136253408811, 0.99784218160924, 1.0111773838575975, 1.0065275852930529, 1.0111891425143815, 1.0281155418950716, 1.027685716882752, 1.026265728939685, 1.0484868718754323, 0.9901265812135004, 1.0292185921141792, 1.048482444405604, 1.0434265909966072, 1.0339862256255101, 1.0404264841612847, 1.038559668264212, 1.0259546170180645, 1.0431268274678207, 1.0451432767175792, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000004, 1.0494000000000003, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[19.30167196061531, 8.72102068528095, 42.171826665337804, 0.0, 32.03730804608009, 46.4153589049453, 0.0, 90.03454082199491, 32.66156601754199, 43.75033982834746, 52.676057684470365, 39.64642373848304, 26.007150729431505, 18.737021653490547, 13.899160491727308, 35.71046662111635, 73.91960340230777, 74.6891974636825, 6.67288693570818, 58.48287151858288, 28.42387024578144, 73.9813655281495, 53.576865584015444, 18.175979077465833, 63.78492599484379, 36.15844554442077, 66.08733144295985, 12.066248178999532, 56.63141230448952, 59.558496633605216, 50.735439341899166, 81.4371094918121, 23.570504826480807, 31.7146960911174, 55.83063385936996]"
"(1, 24)","(3, 13)",True,"[1.0409566676059783, 1.0510088660406185, 1.0254543445494406, 0.9915754803482315, 0.9981337723373007, 1.0015277601864778, 0.9914286506612013, 0.9908650535760504, 1.0352046955451624, 1.0165960311813236, 1.0100495909661242, 0.999416674498535, 1.0156077924375706, 1.0174249241633448, 1.0157842344827623, 1.0296719342150524, 1.0274040121050414, 1.0245812881588974, 1.0490592594661297, 0.9904389328526297, 1.0303142248004211, 1.049069137341496, 1.044033845936686, 1.0354048389586825, 1.0403677480419413, 1.038425430833981, 1.025749984834747, 1.0430573399049285, 1.0450956048158973, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9972, 1.0123, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[23.77630644264153, 9.076375555969047, 40.48544347499213, 0.0, 39.1112967461017, 63.56701727287138, 65.98383949801814, 0.0, 61.26910210865633, 38.01429796062955, 55.231697898761766, 114.25339962255538, 28.47367255354523, 17.755618263509216, 11.044455153253585, 89.56162176832764, 19.173199195846948, 16.044602676966534, 15.243370786981467, 43.58913475552474, 42.943751605552904, 73.75757256603428, 53.55605541166577, 17.81414694717462, 78.35065904539364, 36.15180132072029, 65.95895891043874, 12.035186569871385, 56.550343693640905, 59.51215376142035, 50.73342411490616, 81.45837490205388, 23.56575713403571, 31.709638677798598, 55.83178426896397]"
"(1, 24)","(4, 5)",True,"[1.0413080973001374, 1.0517806413374275, 1.026969537222291, 0.9947883047434424, 0.9923082261801637, 1.0059203812385158, 0.99073742576963, 0.9885776385189065, 1.0342370177280995, 1.013786662741226, 1.0099953139950775, 0.9962663008391726, 1.0094838800915678, 1.0042930970399366, 1.0099007631003951, 1.0272260197589702, 1.026639118061805, 1.0249748663598104, 1.0481597332361894, 0.9899480602709952, 1.028592382731147, 1.0481471160211908, 1.043079510819195, 1.0331754468489531, 1.0402082608054113, 1.0380609353749428, 1.025194350676397, 1.042868659045517, 1.0449661603702656, 1.0499000000000003, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000004, 1.0494, 1.0636000000000003, 1.0275000000000003, 1.0265, 1.03]","[23.364691261202573, 9.078220939511871, 39.92440862621439, 0.0, 32.671813616584075, 48.34967429883702, 4.4620056727732615, 93.31823039049128, 0.0, 4.581669808691665, 93.91783014088134, 34.71449657374166, 67.2349283472975, 18.292649675697625, 10.903503777001394, 32.306216992794866, 77.87660946914787, 78.9912613789788, 7.767305086771542, 57.45161329083365, 30.083600168483386, 74.11320586748786, 53.591544177161246, 18.38324913524624, 65.48316126697601, 36.13453746998456, 66.1617230895919, 12.084012476625851, 56.678895973356916, 59.58543842364754, 50.72810600170844, 81.51648786620106, 23.552976460804302, 31.695990101888928, 55.83496163961404]"
"(1, 24)","(4, 7)",True,"[1.0412213703245943, 1.0534167988543708, 1.030809220313533, 1.0024430089486451, 1.0036090112215985, 1.0038071402468092, 0.9862592918679719, 0.9827795868555745, 1.0321791434072236, 1.0150581731054173, 1.0100209406983978, 0.9976921941196413, 1.0122014989220798, 1.0097325179518721, 1.0130374270685083, 1.029366734505722, 1.0291279733449201, 1.0280445025771965, 1.0489470180273825, 0.9903776830228525, 1.0300993817143884, 1.0489540931292878, 1.043914769636858, 1.0351266571406488, 1.0407271825720217, 1.039246899862284, 1.027002250031629, 1.0434825675714543, 1.0453873318419087, 1.0499, 0.982, 0.9841, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0635999999999999, 1.0275, 1.0265, 1.03]","[29.43062246446559, 11.120756793660467, 34.261848281490856, 0.0, 29.546442200834655, 45.141224068771365, 38.4741372126625, 59.118017520926394, 19.25298700026681, 0.0, 89.71563713381599, 73.38858499920808, 62.585589151321166, 17.74059642806309, 8.15084123238222, 59.9498714229461, 49.27265373690771, 47.65894622548671, 5.618257926068979, 58.93135122259413, 27.285835004886067, 73.8007633127409, 53.55964703669171, 17.885014866120443, 62.597116376347586, 36.194871368920055, 65.98395200184484, 12.04127551346244, 56.56603843597408, 59.52116130647178, 50.746233932716514, 81.32939532323556, 23.595154095752484, 31.740847636386633, 55.82491097493912]"
"(1, 24)","(5, 6)",True,"[1.0408411100638049, 1.0525236895962686, 1.0290403045502607, 0.9988877938899148, 0.9978869037988118, 1.0034984274808754, 0.9725805587740771, 0.9773994532063638, 1.029987714022497, 1.014096240475785, 1.0093064034243158, 0.996613473456596, 1.0108123255885308, 1.0074346919641777, 1.0116901049060174, 1.0284344341014588, 1.028025246697919, 1.0266640149297197, 1.0486041500082903, 0.9901905801160609, 1.0294430828143468, 1.0486026560937385, 1.0435510156780878, 1.0342768882521631, 1.040497275622842, 1.038721457848336, 1.0262012510137253, 1.0432105770522129, 1.045200733056793, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0122999999999998, 1.0494, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[29.631598605385555, 11.118937120201714, 35.231836585901604, 0.0, 31.027657664213326, 46.237612416241994, 32.54812028163664, 66.19390367617261, 82.89628528122826, 89.95082157503079, 0.0, 65.16892397127295, 28.381763413707528, 18.648495699444652, 7.373218665920506, 54.04315018249667, 55.46988316276463, 54.38761028827336, 6.346843344550663, 58.45555810781931, 28.261829037963558, 73.93479648003655, 53.572096403103664, 18.10175550174176, 63.61342399852465, 36.166658119898045, 66.06084310165852, 12.05988177845762, 56.61459305877208, 59.54891868339449, 50.73790871662963, 81.41157721727411, 23.576256131583094, 31.720813607002867, 55.82926146704153]"
"(1, 24)","(5, 10)",True,"[1.0405504688715115, 1.0517367619066202, 1.0274461390066443, 0.9965681442374827, 0.9969913106768266, 0.9986851205220729, 0.9895020810738925, 0.9893156568096756, 1.0348593220098476, 1.0171969728143442, 1.0151871640057128, 1.0000905120994092, 1.0118589462093608, 1.0051053826649323, 1.0103586128359394, 1.0274286121201073, 1.026746938371346, 1.025117139868993, 1.0482342406087277, 0.9899887193576924, 1.0287350060810136, 1.0482234895301643, 1.0431585608496319, 1.0333601051610293, 1.0402307427450161, 1.0381123159063388, 1.0252726743797471, 1.042895256234589, 1.0449844073683043, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000006, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265, 1.03]","[29.474237693008558, 10.987512029194829, 36.26677853018529, 0.0, 31.24533512407785, 54.476827607206204, 19.071741184406356, 118.55144844061365, 21.523881742954, 41.24652222384426, 47.92137779557805, 0.0, 21.112184050101636, 16.566652359219027, 9.265526000911944, 9.545694860356074, 101.99966474496537, 105.50565591370538, 10.448486462964086, 53.00187470242016, 35.17702182553023, 74.08292801610442, 53.58802306299051, 18.33601314572412, 70.57715408947251, 36.13690222490684, 66.14471481869674, 12.079965837348045, 56.66800792225406, 59.579273211478544, 50.72884204489855, 81.50826326873613, 23.55476826023119, 31.697906628519412, 55.834508998276846]"
"(1, 24)","(6, 7)",True,"[1.0415726051196206, 1.053529403367649, 1.0307946231619445, 1.0022985855443416, 1.0030166138808916, 1.0059347172325754, 0.9970740638888025, 0.9930266663822859, 1.0362638821893606, 1.0160215076154748, 1.0113930545066914, 0.9987724440367216, 1.0129339204695331, 1.009930515108648, 1.0131277996826145, 1.0294107666365244, 1.0291547286190215, 1.0280571271697498, 1.0489632114704415, 0.9903865197455866, 1.0301303779364461, 1.0489706910110197, 1.0439319492408612, 1.0351667913207334, 1.0407327605778163, 1.0392596482136383, 1.0270216841561322, 1.0434891666080675, 1.0453918591014106, 1.0499000000000003, 0.982, 0.9841, 0.9972, 1.0123, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265, 1.03]","[27.028422619575217, 10.27682297756526, 35.530740266743116, 0.0, 29.133848897393726, 45.03523814873429, 32.0593866934943, 63.68821185612806, 63.63453489609186, 63.813905196362995, 27.68455462396088, 68.41294976536906, 0.0, 16.47408103717464, 10.404483329074932, 56.267263417337745, 52.69300755418299, 51.37838897123258, 5.545148619966264, 58.96477521232423, 27.199186793877843, 73.79451110194326, 53.55911412730836, 17.87478791331565, 62.511814655054195, 36.19558514549356, 65.98034074024895, 12.040396980023976, 56.5637680059197, 59.51985934806279, 50.74644172313896, 81.32741547468176, 23.595616767679054, 31.741336861255505, 55.82480744861618]"
"(1, 24)","(7, 8)",True,"[1.0394215308042323, 1.0504910919233519, 1.0254754342181673, 0.9920264310676071, 0.9886355282432088, 0.9917659699315274, 0.9759011782669863, 0.9724685828025678, 1.0615428363447463, 1.006979023669642, 1.0006309614570807, 0.9886308153401532, 1.0039306420380647, 1.0013231708210208, 1.0082631478826318, 1.0262181800937868, 1.0256135904557153, 1.023785043285025, 1.0477890784082686, 0.9897457909654128, 1.027882858196988, 1.0477671699529016, 1.042686249800453, 1.0322568233082419, 1.0399944176523723, 1.0375722179943172, 1.0244493638215435, 1.0426156725121485, 1.0447925989144957, 1.0499000000000003, 0.982, 0.9841, 0.9972, 1.0122999999999998, 1.0494000000000003, 1.0636, 1.0275, 1.0265, 1.03]","[34.01838436934287, 12.858971781194011, 35.94303724939733, 0.0, 35.281868175086586, 47.173549964300605, 40.41054481565607, 63.36519955231034, 47.11703385446619, 38.72927577171056, 52.29548668058214, 69.92703073643467, 24.287669835759456, 0.0, 20.92504482644537, 58.020519431555606, 53.86558210071604, 52.6684911823269, 8.514578086425228, 58.84547685105811, 29.139214992637925, 74.26601854391093, 53.61062001152603, 18.61848610470042, 64.56714592989118, 36.113174618091485, 66.24690524354705, 12.104149888856174, 56.73370368514205, 59.61636354667036, 50.721328434097025, 81.59525514321655, 23.53609449329392, 31.677882559643937, 55.83934494620672]"
"(1, 24)","(8, 38)",True,"[1.0405028979366266, 1.0528787642186055, 1.0301446862855141, 1.0013690526517411, 1.0019660375966888, 1.0043955899782666, 0.9933442926048339, 0.9922220226055588, 1.022765848996998, 1.0150833601773048, 1.0102557072963263, 0.9977204385735885, 1.0120205737847408, 1.0091175614330092, 1.0126579585304676, 1.0290631978376006, 1.0287152764904215, 1.0275063053923814, 1.04883538794209, 0.9903167666757778, 1.0298857072485867, 1.048839674371433, 1.0437963407600097, 1.0348499910396252, 1.0406411413768597, 1.0390502559192134, 1.0267024787258863, 1.0433807768839594, 1.0453174984758207, 1.0498999999999998, 0.982, 0.9840999999999996, 0.9972, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265, 1.03]","[33.08315302111868, 12.60219022709433, 33.22457748986704, 0.0, 30.755089121143055, 46.82859908635385, 38.58904505436911, 62.31489996366042, 46.21636763552749, 36.676929796001254, 50.3551362156153, 68.26307551357638, 23.27547684124506, 11.514728609122296, 0.0, 56.23905654828481, 53.00475846495676, 51.73065306155088, 5.865040971050513, 57.75878136158635, 28.72014034644889, 73.84405503310879, 53.563455834676645, 17.955538413801477, 64.05078727237265, 36.18403688105825, 66.00889611827095, 12.047332277270428, 56.58174565453869, 59.530158509902854, 50.74306357952364, 81.36001903187746, 23.588042354141418, 31.733320255366067, 55.82652003462428]"
